
serial-no	timestamp	x	y	z
000000007ffe62c2	2018-08-09 06:32:25	-52	219	-161
000000007ffe62c2	2018-08-09 06:32:25	-78	225	-120
000000007ffe62c2	2018-08-09 06:32:26	-82	216	-142
000000007ffe62c2	2018-08-09 06:32:26	-81	225	-125
000000007ffe62c2	2018-08-09 06:32:27	-69	209	-147
000000007ffe62c2	2018-08-09 06:32:32	-52	220	-134
000000007ffe62c2	2018-08-09 06:32:32	-49	241	-155
000000007ffe62c2	2018-08-09 06:32:33	-25	218	-133
000000007ffe62c2	2018-08-09 06:32:33	-23	238	-131
000000007ffe62c2	2018-08-09 06:32:33	-13	255	-125
000000007ffe62c2	2018-08-09 06:32:33	-14	224	-136
000000007ffe62c2	2018-08-09 06:32:34	-75	235	-149
000000007ffe62c2	2018-08-09 06:32:34	-33	234	-130
000000007ffe62c2	2018-08-09 06:32:34	-42	251	-147
000000007ffe62c2	2018-08-09 06:32:34	-61	234	-123
000000007ffe62c2	2018-08-09 06:32:35	-93	235	-173
000000007ffe62c2	2018-08-09 06:32:35	-30	168	-119
000000007ffe62c2	2018-08-09 06:32:35	-50	216	-143
000000007ffe62c2	2018-08-09 06:32:35	-63	207	-119
000000007ffe62c2	2018-08-09 06:32:36	-40	241	-156
000000007ffe62c2	2018-08-09 06:32:36	-49	238	-160
000000007ffe62c2	2018-08-09 06:32:36	-40	235	-143
000000007ffe62c2	2018-08-09 06:32:36	-46	254	-172
000000007ffe62c2	2018-08-09 06:32:37	-46	257	-114
000000007ffe62c2	2018-08-09 06:32:37	-59	237	-155
000000007ffe62c2	2018-08-09 06:32:37	-37	248	-115
000000007ffe62c2	2018-08-09 06:32:37	-53	253	-152
000000007ffe62c2	2018-08-09 06:32:38	-57	223	-124
000000007ffe62c2	2018-08-09 06:32:38	-58	146	-76
000000007ffe62c2	2018-08-09 06:32:38	-48	239	-179
000000007ffe62c2	2018-08-09 06:32:38	-27	238	-113
000000007ffe62c2	2018-08-09 06:32:39	-61	225	-156
000000007ffe62c2	2018-08-09 06:32:39	-62	214	-141
000000007ffe62c2	2018-08-09 06:32:39	-52	257	-194
000000007ffe62c2	2018-08-09 06:32:39	-47	224	-145
000000007ffe62c2	2018-08-09 06:32:40	-40	224	-131
000000007ffe62c2	2018-08-09 06:32:40	-36	214	-126
000000007ffe62c2	2018-08-09 06:32:40	-54	245	-153
000000007ffe62c2	2018-08-09 06:32:41	-49	232	-141
000000007ffe62c2	2018-08-09 06:32:41	-39	237	-129
000000007ffe62c2	2018-08-09 06:32:41	-40	237	-132
000000007ffe62c2	2018-08-09 06:32:41	-52	222	-149
000000007ffe62c2	2018-08-09 06:32:42	-57	247	-158
000000007ffe62c2	2018-08-09 06:32:42	-62	229	-134
000000007ffe62c2	2018-08-09 06:32:42	-49	229	-123
000000007ffe62c2	2018-08-09 06:32:43	-38	247	-142
000000007ffe62c2	2018-08-09 06:32:43	-55	213	-129
000000007ffe62c2	2018-08-09 06:32:43	-48	228	-129
000000007ffe62c2	2018-08-09 06:32:43	-59	222	-123
000000007ffe62c2	2018-08-09 06:32:44	-53	265	-163
000000007ffe62c2	2018-08-09 06:32:44	-46	229	-133
000000007ffe62c2	2018-08-09 06:32:44	-60	267	-147
000000007ffe62c2	2018-08-09 06:32:44	-33	255	-170
000000007ffe62c2	2018-08-09 06:32:45	-28	230	-134
000000007ffe62c2	2018-08-09 06:32:45	-41	257	-136
000000007ffe62c2	2018-08-09 06:32:45	-28	211	-139
000000007ffe62c2	2018-08-09 06:32:46	-52	249	-160
000000007ffe62c2	2018-08-09 06:32:46	-28	218	-131
000000007ffe62c2	2018-08-09 06:32:46	-18	200	-120
000000007ffe62c2	2018-08-09 06:32:46	-39	231	-133
000000007ffe62c2	2018-08-09 06:32:47	-44	225	-140
000000007ffe62c2	2018-08-09 06:32:47	-40	266	-169
000000007ffe62c2	2018-08-09 06:32:47	-38	214	-129
000000007ffe62c2	2018-08-09 06:32:47	-44	234	-134
000000007ffe62c2	2018-08-09 06:32:48	-37	212	-139
000000007ffe62c2	2018-08-09 06:32:48	-52	240	-141
000000007ffe62c2	2018-08-09 06:32:48	-34	218	-137
000000007ffe62c2	2018-08-09 06:32:49	-28	221	-136
000000007ffe62c2	2018-08-09 06:32:49	-51	234	-138
000000007ffe62c2	2018-08-09 06:32:49	-48	240	-125
000000007ffe62c2	2018-08-09 06:32:50	-48	180	-114
000000007ffe62c2	2018-08-09 06:32:50	-52	244	-125
000000007ffe62c2	2018-08-09 06:32:50	-27	216	-121
000000007ffe62c2	2018-08-09 06:32:50	-44	188	-111
000000007ffe62c2	2018-08-09 06:32:51	-61	236	-137
000000007ffe62c2	2018-08-09 06:32:51	-56	213	-132
000000007ffe62c2	2018-08-09 06:32:51	-59	255	-138
000000007ffe62c2	2018-08-09 06:32:52	-28	204	-125
000000007ffe62c2	2018-08-09 06:32:52	-48	227	-146
000000007ffe62c2	2018-08-09 06:32:52	-44	230	-123
000000007ffe62c2	2018-08-09 06:32:52	-39	256	-143
000000007ffe62c2	2018-08-09 06:32:53	-62	235	-122
000000007ffe62c2	2018-08-09 06:32:53	-57	222	-146
000000007ffe62c2	2018-08-09 06:32:53	-29	225	-131
000000007ffe62c2	2018-08-09 06:32:54	-54	269	-195
000000007ffe62c2	2018-08-09 06:32:54	-39	219	-146
000000007ffe62c2	2018-08-09 06:32:54	-52	218	-130
000000007ffe62c2	2018-08-09 06:32:54	-35	244	-148
000000007ffe62c2	2018-08-09 06:32:55	-42	240	-125
000000007ffe62c2	2018-08-09 06:32:55	-42	204	-113
000000007ffe62c2	2018-08-09 06:32:55	-47	232	-128
000000007ffe62c2	2018-08-09 06:32:55	-33	234	-175
000000007ffe62c2	2018-08-09 06:32:56	-34	185	-143
000000007ffe62c2	2018-08-09 06:32:56	-49	254	-147
000000007ffe62c2	2018-08-09 06:32:57	-48	221	-142
000000007ffe62c2	2018-08-09 06:32:57	-46	229	-167
000000007ffe62c2	2018-08-09 06:32:57	-38	241	-123
000000007ffe62c2	2018-08-09 06:32:57	-48	243	-121
000000007ffe62c2	2018-08-09 06:32:58	-54	244	-136
000000007ffe62c2	2018-08-09 06:32:59	-39	222	-126
000000007ffe62c2	2018-08-09 06:33:00	-49	249	-144
000000007ffe62c2	2018-08-09 06:33:00	-72	251	-137
000000007ffe62c2	2018-08-09 06:33:00	-67	213	-125
000000007ffe62c2	2018-08-09 06:33:01	-17	233	-137
000000007ffe62c2	2018-08-09 06:33:01	-29	250	-152
000000007ffe62c2	2018-08-09 06:33:01	-26	254	-168
000000007ffe62c2	2018-08-09 06:33:02	-36	193	-118
000000007ffe62c2	2018-08-09 06:33:02	-58	247	-131
000000007ffe62c2	2018-08-09 06:33:02	-50	220	-143
000000007ffe62c2	2018-08-09 06:33:03	-13	215	-119
000000007ffe62c2	2018-08-09 06:33:03	-20	232	-147
000000007ffe62c2	2018-08-09 06:33:03	-48	187	-168
000000007ffe62c2	2018-08-09 06:33:03	-40	250	-125
000000007ffe62c2	2018-08-09 06:33:04	-37	208	-134
000000007ffe62c2	2018-08-09 06:33:04	-31	281	-121
000000007ffe62c2	2018-08-09 06:33:04	-31	228	-145
000000007ffe62c2	2018-08-09 06:33:04	-25	242	-116
000000007ffe62c2	2018-08-09 06:33:05	-47	197	-154
000000007ffe62c2	2018-08-09 06:33:05	-6	191	-117
000000007ffe62c2	2018-08-09 06:33:05	-5	228	-137
000000007ffe62c2	2018-08-09 06:33:05	-37	315	-111
000000007ffe62c2	2018-08-09 06:33:06	-43	202	-133
000000007ffe62c2	2018-08-09 06:33:06	-4	257	-132
000000007ffe62c2	2018-08-09 06:33:06	-2	141	-105
000000007ffe62c2	2018-08-09 06:33:06	-52	279	-171
000000007ffe62c2	2018-08-09 06:33:07	-12	206	-124
000000007ffe62c2	2018-08-09 06:33:07	-13	245	-164
000000007ffe62c2	2018-08-09 06:33:07	-26	252	-138
000000007ffe62c2	2018-08-09 06:33:07	-12	253	-138
000000007ffe62c2	2018-08-09 06:33:08	-19	196	-133
000000007ffe62c2	2018-08-09 06:33:08	-8	228	-141
000000007ffe62c2	2018-08-09 06:33:08	-11	246	-131
000000007ffe62c2	2018-08-09 06:33:09	-27	206	-138
000000007ffe62c2	2018-08-09 06:33:09	-14	235	-145
000000007ffe62c2	2018-08-09 06:33:09	-23	220	-97
000000007ffe62c2	2018-08-09 06:33:09	-14	251	-111
000000007ffe62c2	2018-08-09 06:33:10	-27	244	-152
000000007ffe62c2	2018-08-09 06:33:10	-14	263	-169
000000007ffe62c2	2018-08-09 06:33:10	-31	240	-143
000000007ffe62c2	2018-08-09 06:33:11	-48	240	-148
000000007ffe62c2	2018-08-09 06:33:11	-39	237	-151
000000007ffe62c2	2018-08-09 06:33:11	-41	246	-160
000000007ffe62c2	2018-08-09 06:33:11	-53	288	-147
000000007ffe62c2	2018-08-09 06:33:12	-15	241	-132
000000007ffe62c2	2018-08-09 06:33:12	-22	202	-134
000000007ffe62c2	2018-08-09 06:33:12	-28	257	-141
000000007ffe62c2	2018-08-09 06:33:12	-9	221	-129
000000007ffe62c2	2018-08-09 06:33:13	-29	219	-134
000000007ffe62c2	2018-08-09 06:33:13	-10	299	-127
000000007ffe62c2	2018-08-09 06:33:13	-13	242	-157
000000007ffe62c2	2018-08-09 06:33:13	-36	269	-150
000000007ffe62c2	2018-08-09 06:33:14	-16	221	-166
000000007ffe62c2	2018-08-09 06:33:14	-29	230	-116
000000007ffe62c2	2018-08-09 06:33:14	-12	257	-134
000000007ffe62c2	2018-08-09 06:33:14	-6	240	-131
000000007ffe62c2	2018-08-09 06:33:15	-19	191	-145
000000007ffe62c2	2018-08-09 06:33:15	-16	235	-133
000000007ffe62c2	2018-08-09 06:33:15	-15	214	-143
000000007ffe62c2	2018-08-09 06:33:15	-5	235	-173
000000007ffe62c2	2018-08-09 06:33:16	-25	176	-136
000000007ffe62c2	2018-08-09 06:33:16	-40	257	-156
000000007ffe62c2	2018-08-09 06:33:16	-28	238	-118
000000007ffe62c2	2018-08-09 06:33:17	-49	244	-162
000000007ffe62c2	2018-08-09 06:33:17	-8	240	-176
000000007ffe62c2	2018-08-09 06:33:17	-40	260	-146
000000007ffe62c2	2018-08-09 06:33:17	-41	249	-142
000000007ffe62c2	2018-08-09 06:33:17	-10	242	-118
000000007ffe62c2	2018-08-09 06:33:18	-21	265	-131
000000007ffe62c2	2018-08-09 06:33:18	29	227	-144
000000007ffe62c2	2018-08-09 06:33:19	28	270	-146
000000007ffe62c2	2018-08-09 06:33:20	5	237	-111
000000007ffe62c2	2018-08-09 06:33:20	45	260	-115
000000007ffe62c2	2018-08-09 06:33:20	5	210	-146
000000007ffe62c2	2018-08-09 06:33:20	1	260	-165
000000007ffe62c2	2018-08-09 06:33:21	16	214	-146
000000007ffe62c2	2018-08-09 06:33:21	6	240	-130
000000007ffe62c2	2018-08-09 06:33:21	13	251	-124
000000007ffe62c2	2018-08-09 06:33:21	9	239	-141
000000007ffe62c2	2018-08-09 06:33:22	23	240	-156
000000007ffe62c2	2018-08-09 06:33:22	4	284	-144
000000007ffe62c2	2018-08-09 06:33:22	-3	232	-117
000000007ffe62c2	2018-08-09 06:33:22	-7	232	-129
000000007ffe62c2	2018-08-09 06:33:23	8	235	-131
000000007ffe62c2	2018-08-09 06:33:23	49	245	-151
000000007ffe62c2	2018-08-09 06:33:23	0	236	-144
000000007ffe62c2	2018-08-09 06:33:23	12	244	-132
000000007ffe62c2	2018-08-09 06:33:24	20	241	-149
000000007ffe62c2	2018-08-09 06:33:24	20	246	-121
000000007ffe62c2	2018-08-09 06:33:24	16	248	-158
000000007ffe62c2	2018-08-09 06:33:24	15	245	-135
000000007ffe62c2	2018-08-09 06:33:25	8	239	-155
000000007ffe62c2	2018-08-09 06:33:25	7	238	-138
000000007ffe62c2	2018-08-09 06:33:25	-7	242	-144
000000007ffe62c2	2018-08-09 06:33:25	-5	242	-140
000000007ffe62c2	2018-08-09 06:33:26	-17	233	-145
000000007ffe62c2	2018-08-09 06:33:26	-31	238	-136
000000007ffe62c2	2018-08-09 06:33:26	-30	228	-144
000000007ffe62c2	2018-08-09 06:33:26	-26	225	-136
000000007ffe62c2	2018-08-09 06:33:27	-16	237	-139
000000007ffe62c2	2018-08-09 06:33:28	-31	231	-137
000000007ffe62c2	2018-08-09 06:33:29	-30	238	-146
000000007ffe62c2	2018-08-09 06:33:29	-36	229	-143
000000007ffe62c2	2018-08-09 06:33:29	-32	233	-144
000000007ffe62c2	2018-08-09 06:33:29	-34	231	-146
000000007ffe62c2	2018-08-09 06:33:30	-34	232	-138
000000007ffe62c2	2018-08-09 06:33:30	-29	229	-140
000000007ffe62c2	2018-08-09 06:33:30	-33	232	-144
000000007ffe62c2	2018-08-09 06:33:31	-37	231	-142
000000007ffe62c2	2018-08-09 06:33:31	-38	231	-143
000000007ffe62c2	2018-08-09 06:33:31	-37	225	-138
000000007ffe62c2	2018-08-09 06:33:31	-36	227	-141
000000007ffe62c2	2018-08-09 06:33:32	-41	229	-138
000000007ffe62c2	2018-08-09 06:33:32	-39	231	-139
000000007ffe62c2	2018-08-09 06:33:32	-40	229	-141
000000007ffe62c2	2018-08-09 06:33:32	-41	231	-143
000000007ffe62c2	2018-08-09 06:33:33	-39	231	-142
000000007ffe62c2	2018-08-09 06:33:33	-42	230	-139
000000007ffe62c2	2018-08-09 06:33:33	-39	228	-142
000000007ffe62c2	2018-08-09 06:33:33	-40	227	-140
000000007ffe62c2	2018-08-09 06:33:34	-47	221	-139
000000007ffe62c2	2018-08-09 06:33:34	-51	226	-141
000000007ffe62c2	2018-08-09 06:33:34	-59	227	-141
000000007ffe62c2	2018-08-09 06:33:34	-54	222	-140
000000007ffe62c2	2018-08-09 06:33:35	-40	234	-153
000000007ffe62c2	2018-08-09 06:33:35	-30	222	-136
000000007ffe62c2	2018-08-09 06:33:35	-34	227	-142
000000007ffe62c2	2018-08-09 06:33:36	-41	232	-143
000000007ffe62c2	2018-08-09 06:33:36	-47	222	-140
000000007ffe62c2	2018-08-09 06:33:36	-58	222	-140
000000007ffe62c2	2018-08-09 06:33:36	-60	228	-140
000000007ffe62c2	2018-08-09 06:33:37	-67	220	-139
000000007ffe62c2	2018-08-09 06:33:37	-67	215	-141
000000007ffe62c2	2018-08-09 06:33:37	-71	220	-140
000000007ffe62c2	2018-08-09 06:33:37	-70	224	-140
000000007ffe62c2	2018-08-09 06:33:38	-72	217	-148
000000007ffe62c2	2018-08-09 06:33:38	-80	219	-142
000000007ffe62c2	2018-08-09 06:33:38	-100	221	-135
000000007ffe62c2	2018-08-09 06:33:38	-84	219	-134
000000007ffe62c2	2018-08-09 06:33:39	-80	240	-154
000000007ffe62c2	2018-08-09 06:33:39	-93	224	-128
000000007ffe62c2	2018-08-09 06:33:39	-85	197	-142
000000007ffe62c2	2018-08-09 06:33:40	-79	208	-138
000000007ffe62c2	2018-08-09 06:33:40	-44	215	-132
000000007ffe62c2	2018-08-09 06:33:40	-56	236	-156
000000007ffe62c2	2018-08-09 06:33:40	-64	224	-140
000000007ffe62c2	2018-08-09 06:33:41	-57	220	-146
000000007ffe62c2	2018-08-09 06:33:41	-72	216	-118
000000007ffe62c2	2018-08-09 06:33:41	-53	223	-139
000000007ffe62c2	2018-08-09 06:33:41	-66	243	-146
000000007ffe62c2	2018-08-09 06:33:42	-70	229	-155
000000007ffe62c2	2018-08-09 06:33:42	-60	224	-129
000000007ffe62c2	2018-08-09 06:33:42	-74	227	-159
000000007ffe62c2	2018-08-09 06:33:42	-64	212	-115
000000007ffe62c2	2018-08-09 06:33:43	-36	234	-123
000000007ffe62c2	2018-08-09 06:33:43	-35	221	-141
000000007ffe62c2	2018-08-09 06:33:43	-23	223	-138
000000007ffe62c2	2018-08-09 06:33:43	-36	235	-162
000000007ffe62c2	2018-08-09 06:33:44	-28	216	-131
000000007ffe62c2	2018-08-09 06:33:44	-45	252	-161
000000007ffe62c2	2018-08-09 06:33:44	-65	229	-134
000000007ffe62c2	2018-08-09 06:33:45	-76	212	-125
000000007ffe62c2	2018-08-09 06:33:45	-75	231	-149
000000007ffe62c2	2018-08-09 06:33:45	-89	207	-171
000000007ffe62c2	2018-08-09 06:33:45	-54	215	-102
000000007ffe62c2	2018-08-09 06:33:46	-55	225	-144
000000007ffe62c2	2018-08-09 06:33:46	-67	232	-141
000000007ffe62c2	2018-08-09 06:33:46	-63	218	-125
000000007ffe62c2	2018-08-09 06:33:46	-63	234	-122
000000007ffe62c2	2018-08-09 06:33:47	-50	226	-119
000000007ffe62c2	2018-08-09 06:33:47	-58	228	-132
000000007ffe62c2	2018-08-09 06:33:47	-54	235	-152
000000007ffe62c2	2018-08-09 06:33:47	-18	219	-159
000000007ffe62c2	2018-08-09 06:33:48	-73	238	-134
000000007ffe62c2	2018-08-09 06:33:48	-40	236	-146
000000007ffe62c2	2018-08-09 06:33:48	-54	218	-137
000000007ffe62c2	2018-08-09 06:33:48	-47	220	-146
000000007ffe62c2	2018-08-09 06:33:49	-48	227	-158
000000007ffe62c2	2018-08-09 06:33:49	-46	230	-148
000000007ffe62c2	2018-08-09 06:33:49	-61	221	-113
000000007ffe62c2	2018-08-09 06:33:49	-54	214	-138
000000007ffe62c2	2018-08-09 06:33:50	-52	210	-155
000000007ffe62c2	2018-08-09 06:33:50	-34	239	-130
000000007ffe62c2	2018-08-09 06:33:50	-34	223	-112
000000007ffe62c2	2018-08-09 06:33:51	-24	218	-113
000000007ffe62c2	2018-08-09 06:33:51	2	255	-113
000000007ffe62c2	2018-08-09 06:33:51	-16	239	-141
000000007ffe62c2	2018-08-09 06:33:52	-25	238	-149
000000007ffe62c2	2018-08-09 06:33:52	-33	240	-156
000000007ffe62c2	2018-08-09 06:33:52	-35	241	-130
000000007ffe62c2	2018-08-09 06:33:52	-15	236	-168
000000007ffe62c2	2018-08-09 06:33:53	-6	227	-159
000000007ffe62c2	2018-08-09 06:33:53	-24	202	-146
000000007ffe62c2	2018-08-09 06:33:53	-26	206	-140
000000007ffe62c2	2018-08-09 06:33:53	-34	228	-131
000000007ffe62c2	2018-08-09 06:33:54	-21	219	-127
000000007ffe62c2	2018-08-09 06:33:54	-35	233	-143
000000007ffe62c2	2018-08-09 06:33:54	-32	235	-166
000000007ffe62c2	2018-08-09 06:33:54	-34	236	-131
000000007ffe62c2	2018-08-09 06:33:55	-9	262	-106
000000007ffe62c2	2018-08-09 06:33:57	-37	242	-153
000000007ffe62c2	2018-08-09 06:33:57	-38	226	-137
000000007ffe62c2	2018-08-09 06:33:57	-38	255	-159
000000007ffe62c2	2018-08-09 06:33:57	-34	219	-126
000000007ffe62c2	2018-08-09 06:33:58	-28	231	-135
000000007ffe62c2	2018-08-09 06:33:58	-33	231	-145
000000007ffe62c2	2018-08-09 06:33:58	-47	225	-146
000000007ffe62c2	2018-08-09 06:33:58	-19	229	-138
000000007ffe62c2	2018-08-09 06:33:59	-23	232	-141
000000007ffe62c2	2018-08-09 06:33:59	-33	236	-146
000000007ffe62c2	2018-08-09 06:33:59	-30	236	-146
000000007ffe62c2	2018-08-09 06:34:00	-20	234	-151
000000007ffe62c2	2018-08-09 06:34:00	-40	226	-137
000000007ffe62c2	2018-08-09 06:34:00	-29	233	-139
000000007ffe62c2	2018-08-09 06:34:00	-10	245	-146
000000007ffe62c2	2018-08-09 06:34:01	23	256	-150
000000007ffe62c2	2018-08-09 06:34:01	22	236	-143
000000007ffe62c2	2018-08-09 06:34:01	20	238	-139
000000007ffe62c2	2018-08-09 06:34:02	15	240	-149
000000007ffe62c2	2018-08-09 06:34:02	-4	233	-141
000000007ffe62c2	2018-08-09 06:34:02	-6	242	-142
000000007ffe62c2	2018-08-09 06:34:02	-8	244	-156
000000007ffe62c2	2018-08-09 06:34:03	-10	229	-147
000000007ffe62c2	2018-08-09 06:34:03	-9	233	-144
000000007ffe62c2	2018-08-09 06:34:03	-32	237	-146
000000007ffe62c2	2018-08-09 06:34:04	-35	228	-140
000000007ffe62c2	2018-08-09 06:34:04	-36	226	-145
000000007ffe62c2	2018-08-09 06:34:04	-30	229	-136
000000007ffe62c2	2018-08-09 06:34:04	-35	225	-136
000000007ffe62c2	2018-08-09 06:34:05	-35	226	-144
000000007ffe62c2	2018-08-09 06:34:05	-23	234	-142
000000007ffe62c2	2018-08-09 06:34:05	-22	232	-143
000000007ffe62c2	2018-08-09 06:34:06	-28	227	-141
000000007ffe62c2	2018-08-09 06:34:06	-32	227	-142
000000007ffe62c2	2018-08-09 06:34:06	-31	234	-142
000000007ffe62c2	2018-08-09 06:34:06	-36	227	-143
000000007ffe62c2	2018-08-09 06:34:07	-37	232	-142
000000007ffe62c2	2018-08-09 06:34:07	-30	229	-142
000000007ffe62c2	2018-08-09 06:34:07	-35	230	-140
000000007ffe62c2	2018-08-09 06:34:07	-36	228	-139
000000007ffe62c2	2018-08-09 06:34:08	-33	232	-144
000000007ffe62c2	2018-08-09 06:34:08	-35	229	-144
000000007ffe62c2	2018-08-09 06:34:08	-35	231	-141
000000007ffe62c2	2018-08-09 06:34:09	-48	229	-143
000000007ffe62c2	2018-08-09 06:34:09	-40	231	-143
000000007ffe62c2	2018-08-09 06:34:09	-36	231	-144
000000007ffe62c2	2018-08-09 06:34:10	-42	228	-142
000000007ffe62c2	2018-08-09 06:34:10	-40	225	-139
000000007ffe62c2	2018-08-09 06:34:10	-36	225	-139
000000007ffe62c2	2018-08-09 06:34:11	-39	226	-136
000000007ffe62c2	2018-08-09 06:34:11	-36	233	-146
000000007ffe62c2	2018-08-09 06:34:11	-35	234	-149
000000007ffe62c2	2018-08-09 06:34:11	-35	233	-144
000000007ffe62c2	2018-08-09 06:34:12	-42	232	-144
000000007ffe62c2	2018-08-09 06:34:12	-38	226	-137
000000007ffe62c2	2018-08-09 06:34:12	-42	231	-142
000000007ffe62c2	2018-08-09 06:34:12	-39	230	-144
000000007ffe62c2	2018-08-09 06:34:13	-41	229	-141
000000007ffe62c2	2018-08-09 06:34:13	-42	231	-144
000000007ffe62c2	2018-08-09 06:34:13	-39	229	-146
000000007ffe62c2	2018-08-09 06:34:13	-39	228	-142
000000007ffe62c2	2018-08-09 06:34:14	-43	227	-143
000000007ffe62c2	2018-08-09 06:34:14	-39	230	-139
000000007ffe62c2	2018-08-09 06:34:14	-39	227	-142
000000007ffe62c2	2018-08-09 06:34:15	-38	220	-137
000000007ffe62c2	2018-08-09 06:34:15	-39	228	-141
000000007ffe62c2	2018-08-09 06:34:15	-38	225	-139
000000007ffe62c2	2018-08-09 06:34:16	-50	222	-141
000000007ffe62c2	2018-08-09 06:34:16	-44	231	-140
000000007ffe62c2	2018-08-09 06:34:16	-31	224	-141
000000007ffe62c2	2018-08-09 06:34:16	-35	227	-138
000000007ffe62c2	2018-08-09 06:34:17	-35	234	-147
000000007ffe62c2	2018-08-09 06:34:17	-37	230	-145
000000007ffe62c2	2018-08-09 06:34:17	-41	228	-139
000000007ffe62c2	2018-08-09 06:34:17	-43	227	-141
000000007ffe62c2	2018-08-09 06:34:18	-44	226	-141
000000007ffe62c2	2018-08-09 06:34:18	-51	224	-140
000000007ffe62c2	2018-08-09 06:34:18	-43	231	-145
000000007ffe62c2	2018-08-09 06:34:19	-45	231	-142
000000007ffe62c2	2018-08-09 06:34:19	-50	221	-142
000000007ffe62c2	2018-08-09 06:34:19	-48	233	-146
000000007ffe62c2	2018-08-09 06:34:19	-33	237	-142
000000007ffe62c2	2018-08-09 06:34:20	-30	235	-146
000000007ffe62c2	2018-08-09 06:34:20	-39	225	-142
000000007ffe62c2	2018-08-09 06:34:20	-31	231	-141
000000007ffe62c2	2018-08-09 06:34:21	-30	234	-143
000000007ffe62c2	2018-08-09 06:34:21	-32	234	-145
000000007ffe62c2	2018-08-09 06:34:21	-33	224	-139
000000007ffe62c2	2018-08-09 06:34:21	-37	231	-145
000000007ffe62c2	2018-08-09 06:34:22	-36	228	-140
000000007ffe62c2	2018-08-09 06:34:22	-40	231	-146
000000007ffe62c2	2018-08-09 06:34:22	-46	229	-139
000000007ffe62c2	2018-08-09 06:34:22	-47	232	-145
000000007ffe62c2	2018-08-09 06:34:23	-48	232	-144
000000007ffe62c2	2018-08-09 06:34:23	-50	222	-144
000000007ffe62c2	2018-08-09 06:34:23	-54	227	-146
000000007ffe62c2	2018-08-09 06:34:24	-51	226	-144
000000007ffe62c2	2018-08-09 06:34:24	-36	230	-141
000000007ffe62c2	2018-08-09 06:34:24	-33	229	-143
000000007ffe62c2	2018-08-09 06:34:25	-35	230	-137
000000007ffe62c2	2018-08-09 06:34:27	-41	226	-142
000000007ffe62c2	2018-08-09 06:34:28	-42	233	-145
000000007ffe62c2	2018-08-09 06:34:28	-43	226	-136
000000007ffe62c2	2018-08-09 06:34:28	-41	231	-140
000000007ffe62c2	2018-08-09 06:34:28	-42	232	-138
000000007ffe62c2	2018-08-09 06:34:29	-41	228	-144
000000007ffe62c2	2018-08-09 06:34:29	-39	228	-138
000000007ffe62c2	2018-08-09 06:34:29	-39	232	-142
000000007ffe62c2	2018-08-09 06:34:29	-41	228	-144
000000007ffe62c2	2018-08-09 06:34:30	-37	227	-142
000000007ffe62c2	2018-08-09 06:34:30	-39	227	-137
000000007ffe62c2	2018-08-09 06:34:30	-36	230	-142
000000007ffe62c2	2018-08-09 06:34:31	-40	233	-149
000000007ffe62c2	2018-08-09 06:34:31	-39	229	-143
000000007ffe62c2	2018-08-09 06:34:31	-46	221	-147
000000007ffe62c2	2018-08-09 06:34:31	-33	231	-140
000000007ffe62c2	2018-08-09 06:34:32	-37	228	-138
000000007ffe62c2	2018-08-09 06:34:32	-38	222	-138
000000007ffe62c2	2018-08-09 06:34:32	-39	226	-147
000000007ffe62c2	2018-08-09 06:34:33	-39	230	-144
000000007ffe62c2	2018-08-09 06:34:33	-43	229	-143
000000007ffe62c2	2018-08-09 06:34:33	-40	227	-144
000000007ffe62c2	2018-08-09 06:34:33	-41	227	-141
000000007ffe62c2	2018-08-09 06:34:34	-42	228	-140
000000007ffe62c2	2018-08-09 06:34:34	-38	228	-143
000000007ffe62c2	2018-08-09 06:34:34	-39	230	-144
000000007ffe62c2	2018-08-09 06:34:35	-39	228	-141
000000007ffe62c2	2018-08-09 06:34:35	-41	232	-144
000000007ffe62c2	2018-08-09 06:34:35	-41	232	-142
000000007ffe62c2	2018-08-09 06:34:35	-41	231	-141
000000007ffe62c2	2018-08-09 06:34:36	-40	226	-142
000000007ffe62c2	2018-08-09 06:34:36	-42	226	-140
000000007ffe62c2	2018-08-09 06:34:36	-39	227	-148
000000007ffe62c2	2018-08-09 06:34:36	-37	227	-146
000000007ffe62c2	2018-08-09 06:34:37	-38	228	-142
000000007ffe62c2	2018-08-09 06:34:37	-40	227	-142
000000007ffe62c2	2018-08-09 06:34:37	-40	227	-140
000000007ffe62c2	2018-08-09 06:34:38	-38	228	-139
000000007ffe62c2	2018-08-09 06:34:38	-43	227	-139
000000007ffe62c2	2018-08-09 06:34:38	-41	227	-145
000000007ffe62c2	2018-08-09 06:34:38	-45	228	-145
000000007ffe62c2	2018-08-09 06:34:39	-42	228	-141
000000007ffe62c2	2018-08-09 06:34:39	-38	229	-141
000000007ffe62c2	2018-08-09 06:34:39	-42	225	-140
000000007ffe62c2	2018-08-09 06:34:40	-41	228	-136
000000007ffe62c2	2018-08-09 06:34:40	-35	231	-142
000000007ffe62c2	2018-08-09 06:34:40	-36	235	-147
000000007ffe62c2	2018-08-09 06:34:40	-38	229	-138
000000007ffe62c2	2018-08-09 06:34:41	-40	229	-139
000000007ffe62c2	2018-08-09 06:34:41	-51	222	-137
000000007ffe62c2	2018-08-09 06:34:41	-47	222	-142
000000007ffe62c2	2018-08-09 06:34:42	-59	223	-144
